No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,ymd
26298,2016,2,29,17,67.0,82.0,25.0,28.0,900.0,66.0,3.2,1021.9,-16.0,0.0,SSW,3.9,Gucheng,2016-02-29
26322,2016,3,1,17,131.0,131.0,28.0,66.0,1400.0,67.0,9.7,1012.1,-10.5,0.0,SSW,2.2,Gucheng,2016-03-01
26346,2016,3,2,17,141.0,177.0,24.0,64.0,1300.0,91.0,17.6,1006.1,-7.0,0.0,SSW,1.7,Gucheng,2016-03-02
26370,2016,3,3,17,344.0,344.0,55.0,134.0,3400.0,48.0,14.0,1003.8,0.9,0.0,ENE,1.1,Gucheng,2016-03-03
26394,2016,3,4,17,284.0,284.0,51.0,97.0,3200.0,47.0,9.7,1010.0,0.6,0.0,NNE,1.5,Gucheng,2016-03-04
26418,2016,3,5,17,60.0,244.0,2.0,12.0,400.0,84.0,11.4,1010.2,-16.1,0.0,NW,3.8,Gucheng,2016-03-05
26442,2016,3,6,17,102.0,266.0,36.0,68.0,1700.0,40.0,9.9,1006.4,-9.2,0.0,NNE,2.1,Gucheng,2016-03-06
26466,2016,3,7,17,9.0,52.0,2.0,9.0,300.0,86.0,7.9,1015.2,-18.9,0.0,NNW,7.4,Gucheng,2016-03-07
26490,2016,3,8,17,12.0,20.0,2.0,12.0,400.0,84.0,5.1,1020.9,-24.1,0.0,N,4.1,Gucheng,2016-03-08
26514,2016,3,9,17,12.0,32.0,3.0,10.0,300.0,80.0,4.2,1023.1,-24.8,0.0,NW,6.2,Gucheng,2016-03-09
26538,2016,3,10,17,22.0,61.0,5.0,13.0,400.0,82.0,6.7,1018.8,-19.0,0.0,WNW,3.1,Gucheng,2016-03-10
26562,2016,3,11,17,36.0,68.0,10.0,21.0,500.0,86.0,7.2,1012.3,-16.3,0.0,SSW,2.5,Gucheng,2016-03-11
26586,2016,3,12,17,131.0,146.0,49.0,88.0,1800.0,40.0,8.7,1007.7,-8.8,0.0,NE,0.9,Gucheng,2016-03-12
26610,2016,3,13,17,12.0,27.0,3.0,10.0,300.0,99.0,12.1,1014.7,-17.6,0.0,WNW,2.5,Gucheng,2016-03-13
26634,2016,3,14,17,38.0,57.0,10.0,21.0,500.0,102.0,15.1,1011.1,-16.4,0.0,S,2.7,Gucheng,2016-03-14
26658,2016,3,15,17,165.0,196.0,66.0,60.0,1400.0,64.0,11.9,1007.2,-4.7,0.0,S,0.7,Gucheng,2016-03-15
26682,2016,3,16,17,264.0,277.0,53.0,48.0,1800.0,172.0,16.3,1006.5,0.4,0.0,SSW,2.4,Gucheng,2016-03-16
26706,2016,3,17,17,301.0,301.0,41.0,48.0,1600.0,156.0,16.7,1000.9,2.7,0.0,S,2.2,Gucheng,2016-03-17
26730,2016,3,18,17,77.0,77.0,6.0,23.0,700.0,133.0,21.2,1003.6,-8.4,0.0,NE,1.8,Gucheng,2016-03-18
26754,2016,3,19,17,48.0,114.0,10.0,29.0,700.0,83.0,14.3,1013.1,-3.1,0.0,SSW,2.8,Gucheng,2016-03-19
26778,2016,3,20,17,54.0,56.0,6.0,42.0,700.0,93.0,18.1,1015.5,-7.4,0.0,S,2.8,Gucheng,2016-03-20
26802,2016,3,21,17,112.0,175.0,31.0,38.0,900.0,135.0,18.3,1010.6,-2.6,0.0,SSW,2.9,Gucheng,2016-03-21
26826,2016,3,22,17,52.0,165.0,14.0,37.0,900.0,66.0,14.3,1013.8,-2.2,0.0,SSW,4.0,Gucheng,2016-03-22
26850,2016,3,23,17,13.0,13.0,2.0,10.0,300.0,92.0,13.8,1021.5,-16.2,0.0,N,3.6,Gucheng,2016-03-23
26874,2016,3,24,17,16.0,22.0,5.0,12.0,300.0,96.0,13.9,1020.0,-15.1,0.0,NNE,3.1,Gucheng,2016-03-24
26898,2016,3,25,17,15.0,15.0,2.0,10.0,300.0,101.0,14.4,1017.3,-13.7,0.0,NNE,2.9,Gucheng,2016-03-25
26922,2016,3,26,17,11.0,22.0,2.0,13.0,300.0,99.0,19.2,1013.2,-13.2,0.0,NNW,3.3,Gucheng,2016-03-26
26946,2016,3,27,17,18.0,48.0,2.0,15.0,300.0,102.0,21.1,1006.8,-16.1,0.0,S,2.7,Gucheng,2016-03-27
26970,2016,3,28,17,91.0,216.0,18.0,49.0,700.0,135.0,22.2,1000.5,-7.6,0.0,SSW,2.2,Gucheng,2016-03-28
26994,2016,3,29,17,29.0,135.0,5.0,18.0,300.0,113.0,21.8,1004.8,-5.2,0.0,SSW,3.8,Gucheng,2016-03-29
27018,2016,3,30,17,43.0,128.0,8.0,25.0,500.0,109.0,21.8,1004.8,-6.0,0.0,SSW,3.3,Gucheng,2016-03-30
27042,2016,3,31,17,237.0,369.0,56.0,52.0,1500.0,165.0,22.1,995.4,6.7,0.0,SSW,3.2,Gucheng,2016-03-31
27066,2016,4,1,17,16.0,130.0,2.0,8.0,300.0,96.0,19.8,1002.0,-6.0,0.0,NNW,9.8,Gucheng,2016-04-01
27090,2016,4,2,17,8.0,40.0,2.0,10.0,300.0,88.0,16.7,1012.0,-14.0,0.0,WNW,5.8,Gucheng,2016-04-02
27114,2016,4,3,17,28.0,75.0,2.0,14.0,300.0,103.0,17.2,1009.4,-8.9,0.0,SSW,3.7,Gucheng,2016-04-03
27138,2016,4,4,17,90.0,143.0,15.0,27.0,600.0,143.0,20.4,1001.0,1.3,0.0,SW,3.4,Gucheng,2016-04-04
27162,2016,4,5,17,166.0,204.0,25.0,43.0,1100.0,183.0,22.0,1001.7,6.6,0.0,SE,2.9,Gucheng,2016-04-05
27186,2016,4,6,17,218.0,258.0,21.0,41.0,1600.0,136.0,18.9,996.7,9.1,0.0,S,3.1,Gucheng,2016-04-06
27210,2016,4,7,17,11.0,41.0,2.0,11.0,300.0,99.0,22.9,1002.9,-8.1,0.0,NNW,4.1,Gucheng,2016-04-07
27234,2016,4,8,17,34.0,202.0,4.0,19.0,300.0,107.0,23.6,1000.9,-8.6,0.0,SSW,3.7,Gucheng,2016-04-08
27258,2016,4,9,17,,,12.0,43.0,800.0,100.0,19.7,1000.8,0.7,0.0,SE,3.2,Gucheng,2016-04-09
27282,2016,4,10,17,75.0,251.0,18.0,34.0,1000.0,114.0,18.6,1008.1,-6.2,0.0,SSW,4.2,Gucheng,2016-04-10
27306,2016,4,11,17,56.0,119.0,9.0,28.0,600.0,107.0,15.0,1003.7,-6.6,0.0,S,3.9,Gucheng,2016-04-11
27330,2016,4,12,17,107.0,113.0,5.0,56.0,700.0,94.0,17.5,997.6,7.0,0.0,S,2.1,Gucheng,2016-04-12
27354,2016,4,13,17,130.0,130.0,2.0,15.0,300.0,110.0,25.8,994.1,-8.2,0.0,NW,4.6,Gucheng,2016-04-13
27378,2016,4,14,17,79.0,123.0,2.0,18.0,300.0,118.0,22.0,1005.4,-4.2,0.0,SSW,3.8,Gucheng,2016-04-14
27402,2016,4,15,17,89.0,142.0,18.0,46.0,900.0,126.0,20.7,1000.6,5.1,0.0,SW,1.2,Gucheng,2016-04-15
27426,2016,4,16,17,21.0,21.0,2.0,13.0,300.0,85.0,18.1,1000.3,-4.6,0.0,NW,5.4,Gucheng,2016-04-16
27450,2016,4,17,17,86.0,86.0,2.0,13.0,300.0,95.0,19.1,1001.6,-10.0,0.0,WNW,2.6,Gucheng,2016-04-17
27474,2016,4,18,17,9.0,28.0,2.0,13.0,200.0,111.0,19.7,1004.0,-12.8,0.0,NNW,1.7,Gucheng,2016-04-18
27498,2016,4,19,17,96.0,155.0,22.0,82.0,1800.0,50.0,15.1,1006.1,4.7,0.0,E,1.3,Gucheng,2016-04-19
27522,2016,4,20,17,,189.0,5.0,32.0,700.0,165.0,25.2,1000.4,2.0,0.0,SSW,3.5,Gucheng,2016-04-20
27546,2016,4,21,17,60.0,60.0,2.0,,300.0,92.0,28.9,992.5,-3.4,0.0,NW,4.6,Gucheng,2016-04-21
27570,2016,4,22,17,16.0,74.0,2.0,10.0,200.0,120.0,25.1,999.7,-13.2,0.0,NW,3.9,Gucheng,2016-04-22
27594,2016,4,23,17,26.0,114.0,2.0,18.0,300.0,110.0,19.9,1004.9,-9.4,0.0,SSW,4.7,Gucheng,2016-04-23
27618,2016,4,24,17,130.0,286.0,35.0,32.0,1100.0,199.0,24.4,998.7,7.5,0.0,SSW,4.3,Gucheng,2016-04-24
27642,2016,4,25,17,,,6.0,15.0,400.0,170.0,26.8,1003.2,7.8,0.0,S,4.4,Gucheng,2016-04-25
27666,2016,4,26,17,78.0,150.0,16.0,32.0,800.0,158.0,22.2,1005.7,5.6,0.0,SSE,2.0,Gucheng,2016-04-26
27690,2016,4,27,17,99.0,107.0,3.0,55.0,1000.0,66.0,16.9,1004.9,12.6,0.0,S,1.9,Gucheng,2016-04-27
27714,2016,4,28,17,50.0,95.0,2.0,20.0,500.0,188.0,25.3,1003.1,6.9,0.0,SSW,4.9,Gucheng,2016-04-28
27738,2016,4,29,17,149.0,207.0,15.0,43.0,1100.0,210.0,23.4,996.8,10.1,0.0,N,4.3,Gucheng,2016-04-29
27762,2016,4,30,17,87.0,154.0,6.0,25.0,600.0,223.0,29.7,991.9,9.8,0.0,SW,3.0,Gucheng,2016-04-30
27786,2016,5,1,17,191.0,302.0,23.0,31.0,1500.0,267.0,28.4,990.3,16.7,0.0,WSW,1.0,Gucheng,2016-05-01
27810,2016,5,2,17,60.0,91.0,2.0,19.0,300.0,56.0,12.1,1000.3,9.3,0.1,NNE,3.5,Gucheng,2016-05-02
27834,2016,5,3,17,18.0,162.0,2.0,11.0,200.0,106.0,25.9,991.3,-9.4,0.0,NNW,5.4,Gucheng,2016-05-03
27858,2016,5,4,17,39.0,86.0,4.0,18.0,300.0,158.0,27.5,995.9,-1.5,0.0,SSW,2.8,Gucheng,2016-05-04
27882,2016,5,5,17,76.0,134.0,18.0,38.0,1100.0,151.0,24.0,994.6,8.0,0.0,SSW,2.7,Gucheng,2016-05-05
27906,2016,5,6,17,11.0,22.0,2.0,13.0,200.0,99.0,25.0,1002.7,-4.4,0.0,WNW,2.8,Gucheng,2016-05-06
27930,2016,5,7,17,20.0,77.0,2.0,12.0,200.0,147.0,25.2,1007.2,-3.3,0.0,S,4.5,Gucheng,2016-05-07
27954,2016,5,8,17,76.0,136.0,21.0,24.0,700.0,175.0,24.6,1001.0,8.9,0.0,SSW,4.3,Gucheng,2016-05-08
27978,2016,5,9,17,32.0,32.0,2.0,14.0,400.0,108.0,19.7,1004.1,10.4,0.0,NNE,3.0,Gucheng,2016-05-09
28002,2016,5,10,17,44.0,127.0,2.0,19.0,500.0,191.0,26.2,998.4,7.7,0.0,S,3.7,Gucheng,2016-05-10
28026,2016,5,11,17,199.0,202.0,20.0,28.0,1400.0,196.0,25.0,990.7,15.3,0.0,SSW,1.7,Gucheng,2016-05-11
28050,2016,5,12,17,29.0,29.0,2.0,10.0,200.0,99.0,21.4,1007.1,-3.9,0.0,NW,3.5,Gucheng,2016-05-12
28074,2016,5,13,17,46.0,77.0,12.0,21.0,700.0,150.0,22.8,1010.0,1.7,0.0,S,3.9,Gucheng,2016-05-13
28098,2016,5,14,17,41.0,41.0,2.0,30.0,600.0,74.0,13.3,1007.2,11.2,0.1,SSW,1.7,Gucheng,2016-05-14
28122,2016,5,15,17,3.0,12.0,2.0,11.0,200.0,100.0,23.7,1003.0,-7.4,0.0,NW,3.4,Gucheng,2016-05-15
28146,2016,5,16,17,28.0,65.0,2.0,18.0,300.0,137.0,30.0,997.4,0.5,0.0,SSW,4.1,Gucheng,2016-05-16
28170,2016,5,17,17,70.0,141.0,22.0,26.0,700.0,248.0,30.6,999.3,9.5,0.0,S,4.1,Gucheng,2016-05-17
28194,2016,5,18,17,60.0,84.0,6.0,19.0,500.0,205.0,28.0,1003.5,11.5,0.0,S,3.5,Gucheng,2016-05-18
28218,2016,5,19,17,65.0,79.0,14.0,18.0,600.0,248.0,27.8,1005.1,6.5,0.0,S,3.8,Gucheng,2016-05-19
28242,2016,5,20,17,71.0,71.0,19.0,22.0,700.0,275.0,28.5,1006.4,8.2,0.0,S,3.2,Gucheng,2016-05-20
28266,2016,5,21,17,65.0,65.0,18.0,21.0,800.0,242.0,28.9,1009.2,5.0,0.0,ESE,2.7,Gucheng,2016-05-21
28290,2016,5,22,17,46.0,46.0,5.0,19.0,400.0,219.0,27.7,1006.2,4.7,0.0,SSW,3.1,Gucheng,2016-05-22
28314,2016,5,23,17,54.0,56.0,3.0,30.0,600.0,145.0,18.6,1000.1,13.5,0.0,SSW,0.9,Gucheng,2016-05-23
28338,2016,5,24,17,13.0,36.0,2.0,14.0,300.0,142.0,28.0,991.1,4.9,0.0,SSW,2.1,Gucheng,2016-05-24
28362,2016,5,25,17,12.0,66.0,2.0,25.0,300.0,134.0,26.1,997.8,5.6,0.0,SSW,3.1,Gucheng,2016-05-25
28386,2016,5,26,17,13.0,13.0,2.0,12.0,200.0,126.0,30.4,1000.6,0.8,0.0,WNW,2.4,Gucheng,2016-05-26
28410,2016,5,27,17,68.0,132.0,19.0,22.0,600.0,196.0,26.8,999.6,8.2,0.0,SSW,4.6,Gucheng,2016-05-27
28434,2016,5,28,17,63.0,125.0,14.0,22.0,800.0,220.0,28.0,995.2,10.7,0.0,SSW,4.5,Gucheng,2016-05-28
28458,2016,5,29,17,29.0,107.0,3.0,20.0,300.0,193.0,30.2,996.8,2.4,0.0,S,3.0,Gucheng,2016-05-29
28482,2016,5,30,17,103.0,149.0,17.0,27.0,900.0,306.0,33.5,992.2,15.9,0.0,SSW,2.6,Gucheng,2016-05-30
28506,2016,5,31,17,35.0,96.0,5.0,20.0,400.0,118.0,25.0,1002.7,5.2,0.0,SSW,1.8,Gucheng,2016-05-31
28530,2016,6,1,17,48.0,82.0,4.0,29.0,600.0,212.0,29.0,1002.4,8.1,0.0,SSE,2.2,Gucheng,2016-06-01
28554,2016,6,2,17,46.0,46.0,16.0,23.0,700.0,247.0,30.1,998.5,7.3,0.0,S,3.0,Gucheng,2016-06-02
28578,2016,6,3,17,68.0,94.0,15.0,24.0,700.0,247.0,28.2,996.7,9.5,0.0,SSW,2.6,Gucheng,2016-06-03
28602,2016,6,4,17,70.0,100.0,13.0,17.0,600.0,260.0,30.1,997.9,9.6,0.0,S,3.3,Gucheng,2016-06-04
28626,2016,6,5,17,76.0,130.0,10.0,19.0,700.0,253.0,29.9,999.5,12.3,0.0,SSW,2.9,Gucheng,2016-06-05
28650,2016,6,6,17,124.0,149.0,8.0,25.0,1000.0,279.0,29.9,998.9,16.3,0.0,SSE,2.4,Gucheng,2016-06-06
28674,2016,6,7,17,60.0,94.0,2.0,18.0,700.0,162.0,26.0,1001.4,16.3,0.0,S,2.7,Gucheng,2016-06-07
28698,2016,6,8,17,107.0,107.0,2.0,28.0,1000.0,202.0,28.3,998.1,18.1,0.0,SSW,2.6,Gucheng,2016-06-08
28722,2016,6,9,17,50.0,135.0,5.0,17.0,600.0,226.0,32.5,993.4,11.1,0.0,S,5.3,Gucheng,2016-06-09
28746,2016,6,10,17,39.0,39.0,2.0,26.0,600.0,180.0,29.6,993.1,15.0,0.0,N,3.3,Gucheng,2016-06-10
28770,2016,6,11,17,4.0,15.0,2.0,14.0,200.0,133.0,30.5,998.5,5.7,0.0,NNW,2.2,Gucheng,2016-06-11
28794,2016,6,12,17,42.0,42.0,6.0,20.0,500.0,238.0,30.0,995.5,12.4,0.0,SSE,2.1,Gucheng,2016-06-12
28818,2016,6,13,17,42.0,42.0,2.0,25.0,500.0,115.0,19.2,993.9,17.2,0.0,NNE,2.1,Gucheng,2016-06-13
28842,2016,6,14,17,27.0,72.0,2.0,40.0,700.0,79.0,17.5,993.3,16.0,2.6,N,2.9,Gucheng,2016-06-14
28866,2016,6,15,17,23.0,53.0,2.0,21.0,500.0,186.0,30.2,992.8,13.9,0.0,SSW,2.3,Gucheng,2016-06-15
28890,2016,6,16,17,13.0,13.0,2.0,13.0,300.0,152.0,33.5,987.2,8.2,0.0,SW,1.5,Gucheng,2016-06-16
28914,2016,6,17,17,21.0,41.0,2.0,61.0,600.0,71.0,27.3,991.8,15.6,0.0,NNE,1.3,Gucheng,2016-06-17
28938,2016,6,18,17,45.0,87.0,5.0,21.0,600.0,243.0,31.1,995.9,15.5,0.0,SSW,4.1,Gucheng,2016-06-18
28962,2016,6,19,17,28.0,75.0,2.0,20.0,400.0,201.0,33.5,994.9,11.4,0.0,SSW,3.4,Gucheng,2016-06-19
28986,2016,6,20,17,60.0,168.0,2.0,31.0,700.0,243.0,30.7,992.9,19.7,0.0,SW,1.8,Gucheng,2016-06-20
29010,2016,6,21,17,112.0,129.0,2.0,29.0,900.0,259.0,32.7,991.4,20.9,0.0,SSW,3.9,Gucheng,2016-06-21
29034,2016,6,22,17,71.0,86.0,2.0,28.0,700.0,236.0,32.1,992.1,20.7,0.0,SSW,3.6,Gucheng,2016-06-22
29058,2016,6,23,17,96.0,145.0,9.0,31.0,1600.0,235.0,30.0,994.6,18.4,0.0,S,1.8,Gucheng,2016-06-23
29082,2016,6,24,17,6.0,56.0,2.0,14.0,200.0,92.0,32.3,995.9,6.5,0.0,N,3.8,Gucheng,2016-06-24
29106,2016,6,25,17,17.0,31.0,2.0,15.0,200.0,120.0,37.1,996.8,7.1,0.0,NNW,2.0,Gucheng,2016-06-25
29130,2016,6,26,17,47.0,195.0,5.0,16.0,300.0,164.0,34.6,995.2,7.6,0.0,SSW,6.0,Gucheng,2016-06-26
29154,2016,6,27,17,99.0,132.0,5.0,44.0,800.0,186.0,27.5,994.5,17.1,0.0,S,2.0,Gucheng,2016-06-27
29178,2016,6,28,17,98.0,98.0,2.0,31.0,900.0,86.0,22.0,997.4,18.6,0.0,S,1.8,Gucheng,2016-06-28
29202,2016,6,29,17,126.0,126.0,2.0,27.0,900.0,180.0,27.0,996.2,20.3,0.0,SSW,2.6,Gucheng,2016-06-29
29226,2016,6,30,17,39.0,39.0,2.0,22.0,600.0,247.0,33.1,993.5,18.5,0.0,S,1.3,Gucheng,2016-06-30
29250,2016,7,1,17,17.0,130.0,2.0,21.0,300.0,174.0,31.2,994.2,13.9,0.0,SW,1.5,Gucheng,2016-07-01
29274,2016,7,2,17,20.0,36.0,2.0,16.0,300.0,185.0,32.6,995.7,14.2,0.0,SSW,2.9,Gucheng,2016-07-02
29298,2016,7,3,17,124.0,143.0,9.0,23.0,1000.0,262.0,28.1,997.2,18.8,0.0,SSE,4.5,Gucheng,2016-07-03
29322,2016,7,4,17,102.0,102.0,2.0,16.0,900.0,230.0,31.3,998.8,20.0,0.0,SE,2.4,Gucheng,2016-07-04
29346,2016,7,5,17,81.0,86.0,5.0,21.0,800.0,243.0,31.0,1001.1,19.7,0.0,S,2.5,Gucheng,2016-07-05
29370,2016,7,6,17,56.0,58.0,3.0,16.0,500.0,224.0,33.0,1002.4,15.5,0.0,S,3.2,Gucheng,2016-07-06
29394,2016,7,7,17,121.0,123.0,4.0,19.0,800.0,262.0,32.6,1001.1,18.8,0.0,SSE,3.3,Gucheng,2016-07-07
29418,2016,7,8,17,115.0,115.0,2.0,18.0,1000.0,219.0,32.3,997.8,21.8,0.0,S,3.4,Gucheng,2016-07-08
29442,2016,7,9,17,91.0,91.0,2.0,20.0,800.0,242.0,34.1,994.6,21.9,0.0,SSW,3.1,Gucheng,2016-07-09
29466,2016,7,10,17,67.0,67.0,12.0,17.0,1000.0,239.0,34.9,992.5,21.2,0.0,S,4.6,Gucheng,2016-07-10
29490,2016,7,11,17,94.0,123.0,8.0,23.0,700.0,228.0,34.2,989.8,20.6,0.0,SSW,4.1,Gucheng,2016-07-11
29514,2016,7,12,17,10.0,10.0,2.0,11.0,300.0,139.0,28.9,993.2,19.8,0.0,NNE,2.7,Gucheng,2016-07-12
29538,2016,7,13,17,21.0,99.0,2.0,18.0,400.0,240.0,35.6,995.3,15.9,0.0,S,2.6,Gucheng,2016-07-13
29562,2016,7,14,17,33.0,33.0,2.0,31.0,800.0,158.0,27.4,997.9,17.6,0.0,NNW,1.9,Gucheng,2016-07-14
29586,2016,7,15,17,41.0,41.0,2.0,46.0,700.0,68.0,21.3,995.6,19.0,0.0,N,2.4,Gucheng,2016-07-15
29610,2016,7,16,17,48.0,63.0,11.0,27.0,800.0,154.0,24.6,995.9,17.3,0.0,ENE,1.4,Gucheng,2016-07-16
29634,2016,7,17,17,58.0,74.0,2.0,19.0,700.0,257.0,30.5,998.3,17.6,0.0,SSW,2.1,Gucheng,2016-07-17
29658,2016,7,18,17,114.0,114.0,2.0,28.0,900.0,157.0,26.9,998.9,20.3,0.0,SSW,2.0,Gucheng,2016-07-18
29682,2016,7,19,17,79.0,79.0,2.0,29.0,1200.0,81.0,23.7,999.6,22.0,0.0,N,2.3,Gucheng,2016-07-19
29706,2016,7,20,17,3.0,3.0,2.0,12.0,500.0,69.0,21.8,991.3,21.1,4.7,NNE,4.7,Gucheng,2016-07-20
29730,2016,7,21,17,28.0,62.0,2.0,21.0,700.0,103.0,27.3,993.1,23.1,0.0,ENE,2.0,Gucheng,2016-07-21
29754,2016,7,22,17,50.0,63.0,2.0,20.0,900.0,173.0,30.0,992.1,23.7,0.0,S,2.7,Gucheng,2016-07-22
29778,2016,7,23,17,148.0,175.0,2.0,18.0,1200.0,191.0,33.2,992.0,26.0,0.0,SSW,1.5,Gucheng,2016-07-23
29802,2016,7,24,17,109.0,225.0,2.0,30.0,1100.0,300.0,33.4,996.4,25.9,0.0,NE,1.4,Gucheng,2016-07-24
29826,2016,7,25,17,44.0,44.0,2.0,24.0,800.0,143.0,30.1,993.2,24.7,0.0,NE,1.6,Gucheng,2016-07-25
29850,2016,7,26,17,18.0,71.0,2.0,11.0,400.0,152.0,34.3,994.8,16.6,0.0,N,1.2,Gucheng,2016-07-26
29874,2016,7,27,17,46.0,159.0,2.0,13.0,700.0,212.0,33.8,992.1,23.8,0.0,SSW,2.9,Gucheng,2016-07-27
29898,2016,7,28,17,67.0,67.0,2.0,14.0,700.0,171.0,30.8,993.3,23.2,0.0,SSW,2.1,Gucheng,2016-07-28
29922,2016,7,29,17,137.0,149.0,2.0,15.0,1200.0,280.0,33.5,996.6,24.9,0.0,SE,1.7,Gucheng,2016-07-29
29946,2016,7,30,17,218.0,218.0,2.0,34.0,2000.0,80.0,28.6,999.6,26.2,0.0,ENE,0.6,Gucheng,2016-07-30
29970,2016,7,31,17,60.0,60.0,2.0,31.0,1100.0,118.0,27.1,1000.2,22.3,0.0,NNE,1.5,Gucheng,2016-07-31
29994,2016,8,1,17,87.0,119.0,2.0,30.0,1200.0,232.0,32.0,999.9,23.3,0.0,SSE,1.2,Gucheng,2016-08-01
30018,2016,8,2,17,21.0,75.0,2.0,16.0,500.0,214.0,34.6,1000.2,19.8,0.0,NW,1.1,Gucheng,2016-08-02
30042,2016,8,3,17,62.0,133.0,2.0,22.0,800.0,291.0,34.0,1000.6,23.7,0.0,SSE,2.6,Gucheng,2016-08-03
30066,2016,8,4,17,108.0,112.0,2.0,19.0,1700.0,237.0,32.6,1000.5,24.4,0.0,SSE,2.3,Gucheng,2016-08-04
30090,2016,8,5,17,53.0,64.0,2.0,52.0,600.0,167.0,31.5,1000.1,23.9,0.0,ESE,0.8,Gucheng,2016-08-05
30114,2016,8,6,17,120.0,141.0,2.0,19.0,900.0,179.0,31.6,995.6,25.0,0.0,S,3.8,Gucheng,2016-08-06
30138,2016,8,7,17,15.0,32.0,2.0,13.0,500.0,164.0,32.1,999.9,19.7,0.0,SSW,1.6,Gucheng,2016-08-07
30162,2016,8,8,17,19.0,21.0,2.0,18.0,500.0,185.0,31.8,1000.4,18.4,0.0,S,1.4,Gucheng,2016-08-08
30186,2016,8,9,17,50.0,113.0,4.0,18.0,1200.0,219.0,31.2,998.5,22.8,0.0,S,2.5,Gucheng,2016-08-09
30210,2016,8,10,17,85.0,166.0,3.0,21.0,1000.0,181.0,32.7,997.3,24.7,0.0,S,3.6,Gucheng,2016-08-10
30234,2016,8,11,17,120.0,170.0,5.0,37.0,1300.0,166.0,32.3,997.9,26.1,0.0,S,2.6,Gucheng,2016-08-11
30258,2016,8,12,17,17.0,26.0,2.0,33.0,700.0,70.0,29.0,996.8,22.7,0.0,NNE,2.4,Gucheng,2016-08-12
30282,2016,8,13,17,21.0,35.0,2.0,31.0,600.0,69.0,29.0,997.9,20.4,0.0,N,1.6,Gucheng,2016-08-13
30306,2016,8,14,17,29.0,81.0,3.0,32.0,700.0,210.0,31.7,997.8,17.9,0.0,S,1.8,Gucheng,2016-08-14
30330,2016,8,15,17,11.0,16.0,2.0,14.0,400.0,90.0,26.5,999.4,16.7,0.0,SSE,1.4,Gucheng,2016-08-15
30354,2016,8,16,17,27.0,53.0,2.0,15.0,600.0,120.0,30.4,996.1,20.6,0.0,SSW,2.7,Gucheng,2016-08-16
30378,2016,8,17,17,73.0,111.0,2.0,68.0,1100.0,46.0,26.0,995.4,22.3,0.0,ENE,1.3,Gucheng,2016-08-17
30402,2016,8,18,17,61.0,61.0,2.0,30.0,2000.0,56.0,22.7,993.5,21.9,0.0,NE,1.9,Gucheng,2016-08-18
30426,2016,8,19,17,11.0,13.0,2.0,13.0,500.0,119.0,32.6,998.2,18.8,0.0,ENE,1.6,Gucheng,2016-08-19
30450,2016,8,20,17,80.0,108.0,2.0,28.0,1000.0,214.0,31.0,999.3,22.9,0.0,SSE,1.9,Gucheng,2016-08-20
30474,2016,8,21,17,40.0,76.0,2.0,20.0,700.0,181.0,32.5,1001.1,21.4,0.0,S,2.5,Gucheng,2016-08-21
30498,2016,8,22,17,32.0,64.0,2.0,20.0,500.0,140.0,31.6,1002.1,19.3,0.0,SSW,2.5,Gucheng,2016-08-22
30522,2016,8,23,17,84.0,107.0,2.0,59.0,800.0,92.0,26.8,997.4,22.4,0.0,N,1.2,Gucheng,2016-08-23
30546,2016,8,24,17,101.0,115.0,2.0,45.0,1000.0,149.0,30.1,995.5,23.0,0.0,SSW,1.9,Gucheng,2016-08-24
30570,2016,8,25,17,7.0,7.0,2.0,12.0,200.0,57.0,28.5,1005.5,8.2,0.0,N,3.7,Gucheng,2016-08-25
30594,2016,8,26,17,6.0,20.0,2.0,17.0,200.0,79.0,29.4,1006.8,10.0,0.0,NNE,1.2,Gucheng,2016-08-26
30618,2016,8,27,17,9.0,77.0,2.0,19.0,300.0,77.0,27.7,1003.1,9.0,0.0,NE,3.5,Gucheng,2016-08-27
30642,2016,8,28,17,4.0,21.0,2.0,17.0,200.0,83.0,31.7,1002.5,9.3,0.0,ENE,1.3,Gucheng,2016-08-28
30666,2016,8,29,17,14.0,42.0,2.0,23.0,400.0,127.0,29.6,1003.5,9.7,0.0,S,1.8,Gucheng,2016-08-29
30690,2016,8,30,17,20.0,80.0,2.0,45.0,400.0,82.0,29.5,994.8,13.3,0.0,SSW,1.1,Gucheng,2016-08-30
30714,2016,8,31,17,7.0,48.0,2.0,,200.0,66.0,33.1,986.5,4.8,0.0,N,3.5,Gucheng,2016-08-31
30738,2016,9,1,17,12.0,56.0,2.0,41.0,400.0,47.0,24.6,990.3,11.9,0.0,NNE,1.1,Gucheng,2016-09-01
30762,2016,9,2,17,8.0,30.0,2.0,16.0,300.0,60.0,27.0,995.4,11.9,0.0,NNW,2.2,Gucheng,2016-09-02
30786,2016,9,3,17,24.0,93.0,2.0,30.0,500.0,149.0,29.2,998.5,15.7,0.0,S,2.4,Gucheng,2016-09-03
30810,2016,9,4,17,34.0,49.0,2.0,24.0,500.0,140.0,28.0,1000.9,16.3,0.0,SSW,1.7,Gucheng,2016-09-04
30834,2016,9,5,17,3.0,6.0,2.0,18.0,300.0,76.0,31.3,1001.0,11.1,0.0,W,1.4,Gucheng,2016-09-05
